period,subject,group,profit,totalprofit,participate,type,direction1,prediction1a,prediction1b,prediction1c,prediction1d,timeokplayer1chooseok,direction2,prediction2a,prediction2b,prediction2c,prediction2d,timeokplayer2chooseok,choice1,choice2,p1a,p1b,p1c,p1d,p2a,p2b,p2c,p2d,profit1,belprofit1,profit2,belprofit2,position,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,n1,n2,n3,n4,direction,predictionA,predictionB,predictionC,predictionD,period10,session,stableID,hi_payID,UCSC_ID
10,9,4,98.1,752.175,1,2,0,0,0,0,0,0,3,0,50,20,30,17,1,3,.3,.3,.1,.3,0,.5,.2,.3,20,6.6,90,8.1,24,2,2,1,1,0,1,3,1,0,3,2,0,3,4,3,2,3,0,50,20,30,1,11,1,1,0
10,10,1,26.2,481.6,0,1,2,10,10,50,30,12,0,0,0,0,0,0,2,3,.1,.1,.5,.3,.25,.25,.25,.25,20,6.2,90,6.25,34,2,2,1,1,0,1,3,1,0,3,2,0,3,4,3,2,2,10,10,50,30,1,11,1,1,0
10,11,5,6.7,543.55,1,2,0,0,0,0,0,0,2,30,20,30,20,8,0,2,.25,.25,.25,.25,.3,.2,.3,.2,150,6.25,0,6.7,13,2,2,1,1,0,1,3,1,0,3,2,0,3,4,3,2,2,30,20,30,20,1,11,1,1,0
10,12,2,159.1,649.365,0,1,2,0,70,30,0,-4,0,0,0,0,0,0,2,1,0,.7,.3,0,.2,0,.3,.5,150,9.1,0,6.1,32,2,2,1,1,0,1,3,1,0,3,2,0,3,4,3,2,2,0,70,30,0,1,11,1,1,0
11,1,5,25.5,684.95,0,1,1,10,40,30,20,3,0,0,0,0,0,0,1,3,.1,.4,.3,.2,0,.5,0,.5,20,5.5,90,7.5,24,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,1,10,40,30,20,2,11,1,1,0
11,2,5,97.5,760,1,2,0,0,0,0,0,0,3,0,50,0,50,19,1,3,.1,.4,.3,.2,0,.5,0,.5,20,5.5,90,7.5,24,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,3,0,50,0,50,2,11,1,1,0
11,3,6,27.5,639.575,0,1,1,0,50,0,50,-2,0,0,0,0,0,0,1,3,0,.5,0,.5,.1,.1,.2,.6,20,7.5,90,3.9,24,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,1,0,50,0,50,2,11,1,1,0
11,4,4,7.9,606.725,0,1,2,50,10,40,0,12,0,0,0,0,0,0,2,0,.5,.1,.4,0,.2,.3,.3,.2,0,7.9,150,6.7,31,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,2,50,10,40,0,2,11,1,1,0
11,5,2,96.3,884.525,1,2,0,0,0,0,0,0,3,40,0,30,30,-2,2,3,0,1,0,0,.4,0,.3,.3,20,0,90,6.3,34,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,3,40,0,30,30,2,11,1,1,0
11,6,1,8.1,944.5,0,1,2,50,0,20,30,11,0,0,0,0,0,0,2,0,.5,0,.2,.3,.15,.1,.5,.25,0,8.1,150,8.275,31,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,2,50,0,20,30,2,11,1,1,0
11,7,6,93.9,560.925,1,2,0,0,0,0,0,0,3,10,10,20,60,-6,1,3,0,.5,0,.5,.1,.1,.2,.6,20,7.5,90,3.9,24,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,3,10,10,20,60,2,11,1,1,0
11,8,3,66.175,627.9,1,2,0,0,0,0,0,0,0,25,15,30,30,14,0,0,0,0,.3,.7,.25,.15,.3,.3,60,2.1,60,6.175,11,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,0,25,15,30,30,2,11,1,1,0
11,9,1,158.275,910.45,1,2,0,0,0,0,0,0,0,15,10,50,25,11,2,0,.5,0,.2,.3,.15,.1,.5,.25,0,8.1,150,8.275,31,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,0,15,10,50,25,2,11,1,1,0
11,10,3,62.1,543.7,0,1,0,0,0,30,70,15,0,0,0,0,0,0,0,0,0,0,.3,.7,.25,.15,.3,.3,60,2.1,60,6.175,11,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,0,0,0,30,70,2,11,1,1,0
11,11,4,156.7,700.25,1,2,0,0,0,0,0,0,0,20,30,30,20,19,2,0,.5,.1,.4,0,.2,.3,.3,.2,0,7.9,150,6.7,31,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,0,20,30,30,20,2,11,1,1,0
11,12,2,20,669.365,0,1,2,0,100,0,0,20,0,0,0,0,0,0,2,3,0,1,0,0,.4,0,.3,.3,20,0,90,6.3,34,2,2,0,2,1,1,0,3,0,0,3,3,4,2,3,3,2,0,100,0,0,2,11,1,1,0
12,1,5,155.6,840.55,0,1,2,40,20,20,20,10,0,0,0,0,0,0,2,1,.4,.2,.2,.2,.25,.25,.25,.25,150,5.6,0,6.25,32,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,2,40,20,20,20,2,11,1,1,0
12,2,2,97.5,857.5,0,1,3,0,50,50,0,24,0,0,0,0,0,0,3,2,0,.5,.5,0,.25,.25,.25,.25,90,7.5,20,6.25,43,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,3,0,50,50,0,2,11,1,1,0
12,3,2,26.25,665.825,1,2,0,0,0,0,0,0,2,25,25,25,25,5,3,2,0,.5,.5,0,.25,.25,.25,.25,90,7.5,20,6.25,43,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,2,25,25,25,25,2,11,1,1,0
12,4,1,158.8,765.525,0,1,1,60,20,20,0,7,0,0,0,0,0,0,1,0,.6,.2,.2,0,.5,.1,.1,.3,150,8.8,0,4.2,21,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,1,60,20,20,0,2,11,1,1,0
12,5,3,26.3,910.825,0,1,0,30,0,40,30,-1,0,0,0,0,0,0,0,3,.3,0,.4,.3,.3,.3,.3,.1,20,6.3,90,6.6,14,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,0,30,0,40,30,2,11,1,1,0
12,6,6,4.6,949.1,0,1,3,30,30,30,10,2,0,0,0,0,0,0,3,3,.3,.3,.3,.1,.2,.2,.3,.3,0,4.6,0,6.7,44,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,3,30,30,30,10,2,11,1,1,0
12,7,3,96.6,657.525,1,2,0,0,0,0,0,0,3,30,30,30,10,-5,0,3,.3,0,.4,.3,.3,.3,.3,.1,20,6.3,90,6.6,14,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,3,30,30,30,10,2,11,1,1,0
12,8,4,66.175,694.075,0,1,0,25,20,20,35,15,0,0,0,0,0,0,0,0,.25,.2,.2,.35,.3,.2,.3,.2,60,6.175,60,6.7,11,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,0,25,20,20,35,2,11,1,1,0
12,9,6,6.7,917.15,1,2,0,0,0,0,0,0,3,20,20,30,30,15,3,3,.3,.3,.3,.1,.2,.2,.3,.3,0,4.6,0,6.7,44,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,3,20,20,30,30,2,11,1,1,0
12,10,1,4.2,547.9,1,2,0,0,0,0,0,0,0,50,10,10,30,13,1,0,.6,.2,.2,0,.5,.1,.1,.3,150,8.8,0,4.2,21,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,0,50,10,10,30,2,11,1,1,0
12,11,4,66.7,766.95,1,2,0,0,0,0,0,0,0,30,20,30,20,15,0,0,.25,.2,.2,.35,.3,.2,.3,.2,60,6.175,60,6.7,11,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,0,30,20,30,20,2,11,1,1,0
12,12,5,6.25,675.615,1,2,0,0,0,0,0,0,1,25,25,25,25,9,2,1,.4,.2,.2,.2,.25,.25,.25,.25,150,5.6,0,6.25,32,1,3,0,0,2,3,0,2,3,0,1,3,4,2,2,4,1,25,25,25,25,2,11,1,1,0
13,1,2,155.7,996.25,0,1,2,30,20,20,30,9,0,0,0,0,0,0,2,1,.3,.2,.2,.3,.4,0,.4,.2,150,5.7,0,7.2,32,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,2,30,20,20,30,2,11,1,1,0
13,2,4,97.3,954.8,0,1,3,10,40,40,10,12,0,0,0,0,0,0,3,2,.1,.4,.4,.1,0,.5,.25,.25,90,7.3,20,5.625,43,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,3,10,40,40,10,2,11,1,1,0
13,3,3,158.125,823.95,0,1,2,0,50,25,25,1,0,0,0,0,0,0,2,1,0,.5,.25,.25,.35,.15,.15,.35,150,8.125,0,5.05,32,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,2,0,50,25,25,2,11,1,1,0
13,4,1,2.8,768.325,0,1,0,20,0,60,20,17,0,0,0,0,0,0,0,1,.2,0,.6,.2,.5,.1,.1,.3,0,2.8,150,8.2,12,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,0,20,0,60,20,2,11,1,1,0
13,5,2,7.2,918.025,1,2,0,0,0,0,0,0,1,40,0,40,20,-4,2,1,.3,.2,.2,.3,.4,0,.4,.2,150,5.7,0,7.2,32,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,1,40,0,40,20,2,11,1,1,0
13,6,5,26.3,975.4,0,1,1,0,30,40,30,9,0,0,0,0,0,0,1,3,0,.3,.4,.3,.3,.3,.3,.1,20,6.3,90,6.6,24,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,1,0,30,40,30,2,11,1,1,0
13,7,5,96.6,754.125,1,2,0,0,0,0,0,0,3,30,30,30,10,-10,1,3,0,.3,.4,.3,.3,.3,.3,.1,20,6.3,90,6.6,24,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,3,30,30,30,10,2,11,1,1,0
13,8,3,5.05,699.125,1,2,0,0,0,0,0,0,1,35,15,15,35,23,2,1,0,.5,.25,.25,.35,.15,.15,.35,150,8.125,0,5.05,32,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,1,35,15,15,35,2,11,1,1,0
13,9,6,5.6,922.75,0,1,1,20,40,20,20,18,0,0,0,0,0,0,1,2,.2,.4,.2,.2,.3,.2,.3,.2,0,5.6,150,5.7,23,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,1,20,40,20,20,2,11,1,1,0
13,10,1,158.2,706.1,1,2,0,0,0,0,0,0,1,50,10,10,30,17,0,1,.2,0,.6,.2,.5,.1,.1,.3,0,2.8,150,8.2,12,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,1,50,10,10,30,2,11,1,1,0
13,11,6,155.7,922.65,1,2,0,0,0,0,0,0,2,30,20,30,20,19,1,2,.2,.4,.2,.2,.3,.2,.3,.2,0,5.6,150,5.7,23,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,2,30,20,30,20,2,11,1,1,0
13,12,4,25.625,701.24,1,2,0,0,0,0,0,0,2,0,50,25,25,-1,3,2,.1,.4,.4,.1,0,.5,.25,.25,90,7.3,20,5.625,43,0,2,2,3,1,1,1,1,1,2,3,2,1,5,4,2,2,0,50,25,25,2,11,1,1,0
14,1,5,156.7,1152.95,0,1,2,20,30,30,20,20,0,0,0,0,0,0,2,1,.2,.3,.3,.2,.3,.1,.3,.3,150,6.7,0,6.6,32,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,2,20,30,30,20,2,11,1,1,0
14,2,4,94.3,1049.1,0,1,3,10,40,40,10,24,0,0,0,0,0,0,3,0,.1,.4,.4,.1,.3,.2,.3,.2,90,4.3,20,5.7,41,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,3,10,40,40,10,2,11,1,1,0
14,3,6,63.825,887.775,0,1,2,0,70,15,15,1,0,0,0,0,0,0,2,2,0,.7,.15,.15,.1,.5,.2,.2,60,3.825,60,5.3,33,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,2,0,70,15,15,2,11,1,1,0
14,4,2,153.3,921.625,0,1,2,20,10,70,0,15,0,0,0,0,0,0,2,1,.2,.1,.7,0,.4,.1,.5,0,150,3.3,0,7.9,32,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,2,20,10,70,0,2,11,1,1,0
14,5,6,65.3,983.325,1,2,0,0,0,0,0,0,2,10,50,20,20,3,2,2,0,.7,.15,.15,.1,.5,.2,.2,60,3.825,60,5.3,33,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,2,10,50,20,20,2,11,1,1,0
14,6,3,7.9,983.3,0,1,0,10,50,0,40,13,0,0,0,0,0,0,0,1,.1,.5,0,.4,.7,.1,.1,.1,0,7.9,150,9.4,12,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,0,10,50,0,40,2,11,1,1,0
14,7,2,7.9,762.025,1,2,0,0,0,0,0,0,1,40,10,50,0,-13,2,1,.2,.1,.7,0,.4,.1,.5,0,150,3.3,0,7.9,32,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,1,40,10,50,0,2,11,1,1,0
14,8,1,25.6,724.725,0,1,2,20,20,40,20,20,0,0,0,0,0,0,2,3,.2,.2,.4,.2,0,0,0,1,20,5.6,90,0,34,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,2,20,20,40,20,2,11,1,1,0
14,9,4,25.7,948.45,1,2,0,0,0,0,0,0,0,30,20,30,20,17,3,0,.1,.4,.4,.1,.3,.2,.3,.2,90,4.3,20,5.7,41,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,0,30,20,30,20,2,11,1,1,0
14,10,3,159.4,865.5,1,2,0,0,0,0,0,0,1,70,10,10,10,4,0,1,.1,.5,0,.4,.7,.1,.1,.1,0,7.9,150,9.4,12,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,1,70,10,10,10,2,11,1,1,0
14,11,5,6.6,929.25,1,2,0,0,0,0,0,0,1,30,10,30,30,-10,2,1,.2,.3,.3,.2,.3,.1,.3,.3,150,6.7,0,6.6,32,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,1,30,10,30,30,2,11,1,1,0
14,12,1,90,791.24,1,2,0,0,0,0,0,0,3,0,0,0,100,6,2,3,.2,.2,.4,.2,0,0,0,1,20,5.6,90,0,34,2,2,0,3,2,2,3,1,1,0,1,2,2,3,5,2,3,0,0,0,100,2,11,1,1,0
15,1,5,25.6,1178.55,0,1,0,20,20,40,20,16,0,0,0,0,0,0,0,3,.2,.2,.4,.2,.3,.3,.4,0,20,5.6,90,6.3,14,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,0,20,20,40,20,2,11,1,1,0
15,2,2,94.3,1143.4,0,1,3,10,40,40,10,23,0,0,0,0,0,0,3,0,.1,.4,.4,.1,.3,.3,.3,.1,90,4.3,20,4.6,41,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,3,10,40,40,10,2,11,1,1,0
15,3,3,23.825,911.6,0,1,2,0,15,70,15,6,0,0,0,0,0,0,2,3,0,.15,.7,.15,.1,.1,.7,.1,20,3.825,90,9.4,34,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,2,0,15,70,15,2,11,1,1,0
15,4,6,29.1,950.725,0,1,2,0,0,30,70,10,0,0,0,0,0,0,2,3,0,0,.3,.7,.15,.15,.3,.4,20,9.1,90,6.525,34,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,2,0,0,30,70,2,11,1,1,0
15,5,4,6.3,989.625,0,1,1,40,0,30,30,-4,0,0,0,0,0,0,1,2,.4,0,.3,.3,.3,.1,.3,.3,0,6.3,150,4.6,23,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,1,40,0,30,30,2,11,1,1,0
15,6,5,96.3,1079.6,1,2,0,0,0,0,0,0,3,30,30,40,0,3,0,3,.2,.2,.4,.2,.3,.3,.4,0,20,5.6,90,6.3,14,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,3,30,30,40,0,2,11,1,1,0
15,7,2,24.6,786.625,1,2,0,0,0,0,0,0,0,30,30,30,10,1,3,0,.1,.4,.4,.1,.3,.3,.3,.1,90,4.3,20,4.6,41,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,0,30,30,30,10,2,11,1,1,0
15,8,6,96.525,821.25,1,2,0,0,0,0,0,0,3,15,15,30,40,15,2,3,0,0,.3,.7,.15,.15,.3,.4,20,9.1,90,6.525,34,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,3,15,15,30,40,2,11,1,1,0
15,9,1,93.125,1041.575,0,1,3,0,50,25,25,14,0,0,0,0,0,0,3,0,0,.5,.25,.25,.2,.5,0,.3,90,3.125,20,6.1,41,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,3,0,50,25,25,2,11,1,1,0
15,10,3,99.4,964.9,1,2,0,0,0,0,0,0,3,10,10,70,10,20,2,3,0,.15,.7,.15,.1,.1,.7,.1,20,3.825,90,9.4,34,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,3,10,10,70,10,2,11,1,1,0
15,11,4,154.6,1083.85,1,2,0,0,0,0,0,0,2,30,10,30,30,8,1,2,.4,0,.3,.3,.3,.1,.3,.3,0,6.3,150,4.6,23,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,2,30,10,30,30,2,11,1,1,0
15,12,1,26.1,817.34,1,2,0,0,0,0,0,0,0,20,50,0,30,0,3,0,0,.5,.25,.25,.2,.5,0,.3,90,3.125,20,6.1,41,3,3,2,1,0,2,0,0,3,2,3,3,3,1,3,5,0,20,50,0,30,2,11,1,1,0
16,1,5,155.3,1333.85,0,1,2,20,20,10,50,7,0,0,0,0,0,0,2,1,.2,.2,.1,.5,.8,.1,.1,0,150,5.3,0,2.7,32,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,2,20,20,10,50,2,11,1,1,0
16,2,3,97.3,1240.7,0,1,3,10,40,40,10,21,0,0,0,0,0,0,3,2,.1,.4,.4,.1,.2,.4,.2,.2,90,7.3,20,5.6,43,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,3,10,40,40,10,2,11,1,1,0
16,3,1,155.625,1067.225,0,1,2,25,25,50,0,9,0,0,0,0,0,0,2,1,.25,.25,.5,0,0,.1,.4,.5,150,5.625,0,6.9,32,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,2,25,25,50,0,2,11,1,1,0
16,4,2,1.6,952.325,0,1,1,80,20,0,0,13,0,0,0,0,0,0,1,2,.8,.2,0,0,.1,.4,.5,0,0,1.6,150,6.9,23,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,1,80,20,0,0,2,11,1,1,0
16,5,6,22.5,1012.125,0,1,0,50,0,50,0,6,0,0,0,0,0,0,0,3,.5,0,.5,0,.25,.15,.15,.45,20,2.5,90,5.95,14,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,0,50,0,50,0,2,11,1,1,0
16,6,4,25.7,1105.3,0,1,0,10,60,0,30,2,0,0,0,0,0,0,0,3,.1,.6,0,.3,.35,.35,.3,0,20,5.7,90,6.825,14,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,0,10,60,0,30,2,11,1,1,0
16,7,4,96.825,883.45,1,2,0,0,0,0,0,0,3,35,35,30,0,-8,0,3,.1,.6,0,.3,.35,.35,.3,0,20,5.7,90,6.825,14,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,3,35,35,30,0,2,11,1,1,0
16,8,6,95.95,917.2,1,2,0,0,0,0,0,0,3,25,15,15,45,11,0,3,.5,0,.5,0,.25,.15,.15,.45,20,2.5,90,5.95,14,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,3,25,15,15,45,2,11,1,1,0
16,9,3,25.6,1067.175,1,2,0,0,0,0,0,0,2,20,40,20,20,22,3,2,.1,.4,.4,.1,.2,.4,.2,.2,90,7.3,20,5.6,43,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,2,20,40,20,20,2,11,1,1,0
16,10,5,2.7,967.6,1,2,0,0,0,0,0,0,1,80,10,10,0,8,2,1,.2,.2,.1,.5,.8,.1,.1,0,150,5.3,0,2.7,32,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,1,80,10,10,0,2,11,1,1,0
16,11,2,156.9,1240.75,1,2,0,0,0,0,0,0,2,10,40,50,0,8,1,2,.8,.2,0,0,.1,.4,.5,0,0,1.6,150,6.9,23,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,2,10,40,50,0,2,11,1,1,0
16,12,1,6.9,824.24,1,2,0,0,0,0,0,0,1,0,10,40,50,-5,2,1,.25,.25,.5,0,0,.1,.4,.5,150,5.625,0,6.9,32,2,1,3,0,2,0,1,2,2,3,1,3,2,3,4,3,1,0,10,40,50,2,11,1,1,0
17,1,3,25.025,1358.875,0,1,0,40,15,30,15,1,0,0,0,0,0,0,0,3,.4,.15,.3,.15,.35,.35,.3,0,20,5.025,90,6.825,14,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,0,40,15,30,15,2,11,1,1,0
17,2,4,97.3,1338,0,1,3,10,40,40,10,22,0,0,0,0,0,0,3,2,.1,.4,.4,.1,.1,.5,.4,0,90,7.3,20,2.9,43,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,3,10,40,40,10,2,11,1,1,0
17,3,1,3.825,1071.05,0,1,2,15,15,70,0,7,0,0,0,0,0,0,2,0,.15,.15,.7,0,.35,0,.4,.25,0,3.825,150,7.275,31,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,2,15,15,70,0,2,11,1,1,0
17,4,6,5.1,957.425,0,1,2,20,50,30,0,12,0,0,0,0,0,0,2,0,.2,.5,.3,0,.1,.6,0,.3,0,5.1,150,2.7,31,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,2,20,50,30,0,2,11,1,1,0
17,5,1,157.275,1169.4,1,2,0,0,0,0,0,0,0,35,0,40,25,12,2,0,.15,.15,.7,0,.35,0,.4,.25,0,3.825,150,7.275,31,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,0,35,0,40,25,2,11,1,1,0
17,6,6,152.7,1258,1,2,0,0,0,0,0,0,0,10,60,0,30,9,2,0,.2,.5,.3,0,.1,.6,0,.3,0,5.1,150,2.7,31,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,0,10,60,0,30,2,11,1,1,0
17,7,3,96.825,980.275,1,2,0,0,0,0,0,0,3,35,35,30,0,21,0,3,.4,.15,.3,.15,.35,.35,.3,0,20,5.025,90,6.825,14,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,3,35,35,30,0,2,11,1,1,0
17,8,5,94.775,1011.975,0,1,3,25,10,15,50,19,0,0,0,0,0,0,3,2,.25,.1,.15,.5,.7,0,0,.3,90,4.775,20,5.1,43,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,3,25,10,15,50,2,11,1,1,0
17,9,2,157.3,1224.475,0,1,1,40,10,10,40,15,0,0,0,0,0,0,1,0,.4,.1,.1,.4,.1,0,.8,.1,150,7.3,0,1.7,21,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,1,40,10,10,40,2,11,1,1,0
17,10,2,1.7,969.3,1,2,0,0,0,0,0,0,0,10,0,80,10,11,1,0,.4,.1,.1,.4,.1,0,.8,.1,150,7.3,0,1.7,21,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,0,10,0,80,10,2,11,1,1,0
17,11,4,22.9,1263.65,1,2,0,0,0,0,0,0,2,10,50,40,0,20,3,2,.1,.4,.4,.1,.1,.5,.4,0,90,7.3,20,2.9,43,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,2,10,50,40,0,2,11,1,1,0
17,12,5,25.1,849.34,1,2,0,0,0,0,0,0,2,70,0,0,30,3,3,2,.25,.1,.15,.5,.7,0,0,.3,90,4.775,20,5.1,43,2,1,0,3,3,2,0,0,3,2,2,0,4,1,4,3,2,70,0,0,30,2,11,1,1,0
18,1,1,95.7,1454.575,0,1,3,30,20,30,20,9,0,0,0,0,0,0,3,1,.3,.2,.3,.2,.2,.5,.3,0,90,5.7,20,3.1,42,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,3,30,20,30,20,2,11,1,1,0
18,2,2,94.3,1432.3,0,1,3,10,40,40,10,25,0,0,0,0,0,0,3,0,.1,.4,.4,.1,0,1,0,0,90,4.3,20,0,41,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,3,10,40,40,10,2,11,1,1,0
18,3,5,26.25,1097.3,0,1,2,25,25,25,25,6,0,0,0,0,0,0,2,3,.25,.25,.25,.25,.1,.1,.1,.7,20,6.25,90,3.4,34,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,2,25,25,25,25,2,11,1,1,0
18,4,3,22.3,979.725,0,1,0,70,20,10,0,14,0,0,0,0,0,0,0,3,.7,.2,.1,0,.5,.5,0,0,20,2.3,90,7.5,14,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,0,70,20,10,0,2,11,1,1,0
18,5,6,67.425,1236.825,0,1,0,45,0,10,45,-9,0,0,0,0,0,0,0,0,.45,0,.1,.45,.1,.6,0,.3,60,7.425,60,3.7,11,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,0,45,0,10,45,2,11,1,1,0
18,6,6,63.7,1321.7,1,2,0,0,0,0,0,0,0,10,60,0,30,20,0,0,.45,0,.1,.45,.1,.6,0,.3,60,7.425,60,3.7,11,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,0,10,60,0,30,2,11,1,1,0
18,7,3,97.5,1077.775,1,2,0,0,0,0,0,0,3,50,50,0,0,20,0,3,.7,.2,.1,0,.5,.5,0,0,20,2.3,90,7.5,14,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,3,50,50,0,0,2,11,1,1,0
18,8,4,7.275,1019.25,0,1,3,25,35,0,40,16,0,0,0,0,0,0,3,3,.25,.35,0,.4,.15,.2,.15,.5,0,7.275,0,8.325,44,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,3,25,35,0,40,2,11,1,1,0
18,9,4,8.325,1232.8,1,2,0,0,0,0,0,0,3,15,20,15,50,9,3,3,.25,.35,0,.4,.15,.2,.15,.5,0,7.275,0,8.325,44,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,3,15,20,15,50,2,11,1,1,0
18,10,2,20,989.3,1,2,0,0,0,0,0,0,0,0,100,0,0,9,3,0,.1,.4,.4,.1,0,1,0,0,90,4.3,20,0,41,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,0,0,100,0,0,2,11,1,1,0
18,11,1,23.1,1286.75,1,2,0,0,0,0,0,0,1,20,50,30,0,3,3,1,.3,.2,.3,.2,.2,.5,.3,0,90,5.7,20,3.1,42,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,1,20,50,30,0,2,11,1,1,0
18,12,5,93.4,942.74,1,2,0,0,0,0,0,0,3,10,10,10,70,13,2,3,.25,.25,.25,.25,.1,.1,.1,.7,20,6.25,90,3.4,34,3,3,0,3,2,0,1,0,3,3,3,0,4,1,1,6,3,10,10,10,70,2,11,1,1,0
19,1,1,26.6,1481.175,0,1,1,30,30,10,30,11,0,0,0,0,0,0,1,3,.3,.3,.1,.3,.1,.4,.4,.1,20,6.6,90,7.3,24,1,3,3,2,3,1,3,2,1,3,2,3,0,3,3,6,1,30,30,10,30,2,11,1,1,0
