period,subject,group,profit,totalprofit,participate,type,direction1,prediction1a,prediction1b,prediction1c,prediction1d,timeokplayer1chooseok,direction2,prediction2a,prediction2b,prediction2c,prediction2d,timeokplayer2chooseok,choice1,choice2,p1a,p1b,p1c,p1d,p2a,p2b,p2c,p2d,profit1,belprofit1,profit2,belprofit2,position,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,n1,n2,n3,n4,direction,predictionA,predictionB,predictionC,predictionD,period10,session,stableID,hi_payID,UCSC_ID
1,1,3,6.825,6.825,0,1,1,35,30,35,0,-43,0,0,0,0,0,0,1,2,.35,.3,.35,0,.1,.2,.6,.1,0,6.825,120,4.9,23,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,1,35,30,35,0,1,4,0,1,0
1,2,2,20,20,1,2,0,0,0,0,0,0,2,0,0,100,0,0,3,2,.3,0,0,.7,0,0,1,0,90,2.1,20,0,43,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,2,0,0,100,0,1,4,0,1,0
1,3,4,126.25,126.25,0,1,2,25,25,25,25,2,0,0,0,0,0,0,2,1,.25,.25,.25,.25,0,1,0,0,120,6.25,0,0,32,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,2,25,25,25,25,1,4,0,1,0
1,4,3,124.9,124.9,1,2,0,0,0,0,0,0,2,10,20,60,10,-24,1,2,.35,.3,.35,0,.1,.2,.6,.1,0,6.825,120,4.9,23,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,2,10,20,60,10,1,4,0,1,0
1,5,2,92.1,92.1,0,1,3,30,0,0,70,-9,0,0,0,0,0,0,3,2,.3,0,0,.7,0,0,1,0,90,2.1,20,0,43,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,3,30,0,0,70,1,4,0,1,0
1,6,1,92.4,92.4,1,2,0,0,0,0,0,0,1,0,0,40,60,-9,1,1,.7,0,0,.3,0,0,.4,.6,90,2.1,90,2.4,22,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,1,0,0,40,60,1,4,0,1,0
1,7,6,96.6,96.6,0,1,1,30,30,30,10,-16,0,0,0,0,0,0,1,1,.3,.3,.3,.1,.7,0,.3,0,90,6.6,90,2.1,22,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,1,30,30,30,10,1,4,0,1,0
1,8,5,20,20,0,1,2,0,0,100,0,4,0,0,0,0,0,0,2,3,0,0,1,0,.3,0,.7,0,20,0,90,9.1,34,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,2,0,0,100,0,1,4,0,1,0
1,9,4,0,0,1,2,0,0,0,0,0,0,1,0,100,0,0,-1,2,1,.25,.25,.25,.25,0,1,0,0,120,6.25,0,0,32,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,1,0,100,0,0,1,4,0,1,0
1,10,6,92.1,92.1,1,2,0,0,0,0,0,0,1,70,0,30,0,-15,1,1,.3,.3,.3,.1,.7,0,.3,0,90,6.6,90,2.1,22,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,1,70,0,30,0,1,4,0,1,0
1,11,1,92.1,92.1,0,1,1,70,0,0,30,-22,0,0,0,0,0,0,1,1,.7,0,0,.3,0,0,.4,.6,90,2.1,90,2.4,22,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,1,70,0,0,30,1,4,0,1,0
1,12,5,99.1,99.1,1,2,0,0,0,0,0,0,3,30,0,70,0,-12,2,3,0,0,1,0,.3,0,.7,0,20,0,90,9.1,34,1,3,1,2,2,1,1,2,2,1,3,1,0,6,4,2,3,30,0,70,0,1,4,0,1,0
2,1,1,122.5,129.325,1,2,0,0,0,0,0,0,1,0,50,50,0,21,0,1,.4,0,.4,.2,0,.5,.5,0,0,3.2,120,2.5,12,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,1,0,50,50,0,1,4,0,1,0
2,2,6,98.1,118.1,1,2,0,0,0,0,0,0,3,0,50,20,30,2,1,3,.1,.6,.2,.1,0,.5,.2,.3,20,3.9,90,8.1,24,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,3,0,50,20,30,1,4,0,1,0
2,3,5,6.025,132.275,0,1,0,25,25,40,10,14,0,0,0,0,0,0,0,1,.25,.25,.4,.1,.2,.6,.1,.1,0,6.025,120,4.9,12,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,0,25,25,40,10,1,4,0,1,0
2,4,6,23.9,148.8,0,1,1,10,60,20,10,-19,0,0,0,0,0,0,1,3,.1,.6,.2,.1,0,.5,.2,.3,20,3.9,90,8.1,24,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,1,10,60,20,10,1,4,0,1,0
2,5,3,94.9,187,1,2,0,0,0,0,0,0,0,20,10,10,60,-1,0,0,.6,.4,0,0,.2,.1,.1,.6,90,8.4,90,4.9,11,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,0,20,10,10,60,1,4,0,1,0
2,6,1,3.2,95.6,0,1,0,40,0,40,20,5,0,0,0,0,0,0,0,1,.4,0,.4,.2,0,.5,.5,0,0,3.2,120,2.5,12,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,0,40,0,40,20,1,4,0,1,0
2,7,5,124.9,221.5,1,2,0,0,0,0,0,0,1,20,60,10,10,-19,0,1,.25,.25,.4,.1,.2,.6,.1,.1,0,6.025,120,4.9,12,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,1,20,60,10,10,1,4,0,1,0
2,8,2,93.4,113.4,0,1,0,10,10,70,10,3,0,0,0,0,0,0,0,0,.1,.1,.7,.1,1,0,0,0,90,3.4,90,10,11,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,0,10,10,70,10,1,4,0,1,0
2,9,2,100,100,1,2,0,0,0,0,0,0,0,100,0,0,0,11,0,0,.1,.1,.7,.1,1,0,0,0,90,3.4,90,10,11,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,0,100,0,0,0,1,4,0,1,0
2,10,3,98.4,190.5,0,1,0,60,40,0,0,-12,0,0,0,0,0,0,0,0,.6,.4,0,0,.2,.1,.1,.6,90,8.4,90,4.9,11,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,0,60,40,0,0,1,4,0,1,0
2,11,4,96.6,188.7,1,2,0,0,0,0,0,0,1,30,30,30,10,-19,1,1,.6,.4,0,0,.3,.3,.3,.1,90,6.4,90,6.6,22,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,1,30,30,30,10,1,4,0,1,0
2,12,4,96.4,195.5,0,1,1,60,40,0,0,-22,0,0,0,0,0,0,1,1,.6,.4,0,0,.3,.3,.3,.1,90,6.4,90,6.6,22,0,0,0,1,0,1,1,0,0,1,1,3,6,5,0,1,1,60,40,0,0,1,4,0,1,0
3,1,5,128.775,258.1,0,1,1,65,35,0,0,8,0,0,0,0,0,0,1,0,.65,.35,0,0,.35,.15,.35,.15,120,8.775,0,5.05,21,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,1,65,35,0,0,1,4,0,1,0
3,2,4,96.2,214.3,0,1,3,30,50,10,10,-2,0,0,0,0,0,0,3,0,.3,.5,.1,.1,.4,0,.6,0,90,6.2,20,2.4,41,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,3,30,50,10,10,1,4,0,1,0
3,3,1,96.25,228.525,0,1,1,25,25,25,25,21,0,0,0,0,0,0,1,1,.25,.25,.25,.25,.3,.7,0,0,90,6.25,90,9.1,22,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,1,25,25,25,25,1,4,0,1,0
3,4,5,5.05,153.85,1,2,0,0,0,0,0,0,0,35,15,35,15,-36,1,0,.65,.35,0,0,.35,.15,.35,.15,120,8.775,0,5.05,21,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,0,35,15,35,15,1,4,0,1,0
3,5,6,6.1,193.1,0,1,1,50,0,30,20,3,0,0,0,0,0,0,1,2,.5,0,.3,.2,.3,0,.7,0,0,6.1,120,2.1,23,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,1,50,0,30,20,1,4,0,1,0
3,6,2,125.5,221.1,1,2,0,0,0,0,0,0,2,30,20,40,10,-3,1,2,.5,.5,0,0,.3,.2,.4,.1,0,2.5,120,5.5,23,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,2,30,20,40,10,1,4,0,1,0
3,7,1,99.1,320.6,1,2,0,0,0,0,0,0,1,30,70,0,0,13,1,1,.25,.25,.25,.25,.3,.7,0,0,90,6.25,90,9.1,22,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,1,30,70,0,0,1,4,0,1,0
3,8,3,95.6,209,1,2,0,0,0,0,0,0,0,20,20,40,20,6,0,0,1,0,0,0,.2,.2,.4,.2,90,10,90,5.6,11,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,0,20,20,40,20,1,4,0,1,0
3,9,3,100,200,0,1,0,100,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,.2,.2,.4,.2,90,10,90,5.6,11,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,0,100,0,0,0,1,4,0,1,0
3,10,6,122.1,312.6,1,2,0,0,0,0,0,0,2,30,0,70,0,18,1,2,.5,0,.3,.2,.3,0,.7,0,0,6.1,120,2.1,23,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,2,30,0,70,0,1,4,0,1,0
3,11,2,2.5,191.2,0,1,1,50,50,0,0,16,0,0,0,0,0,0,1,2,.5,.5,0,0,.3,.2,.4,.1,0,2.5,120,5.5,23,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,1,50,50,0,0,1,4,0,1,0
3,12,4,22.4,217.9,1,2,0,0,0,0,0,0,0,40,0,60,0,-3,3,0,.3,.5,.1,.1,.4,0,.6,0,90,6.2,20,2.4,41,1,1,0,3,1,1,1,2,0,0,0,2,4,5,2,1,0,40,0,60,0,1,4,0,1,0
4,1,6,22.4,280.5,0,1,1,40,60,0,0,22,0,0,0,0,0,0,1,3,.4,.6,0,0,.1,.3,.6,0,20,2.4,90,5.7,24,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,1,40,60,0,0,1,4,0,1,0
4,2,6,95.7,310,1,2,0,0,0,0,0,0,3,10,30,60,0,-1,1,3,.4,.6,0,0,.1,.3,.6,0,20,2.4,90,5.7,24,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,3,10,30,60,0,1,4,0,1,0
4,3,4,125.7,354.225,0,1,2,30,20,20,30,20,0,0,0,0,0,0,2,1,.3,.2,.2,.3,.6,0,.2,.2,120,5.7,0,4.8,32,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,2,30,20,20,30,1,4,0,1,0
4,4,5,126.15,280,0,1,1,25,15,35,25,-11,0,0,0,0,0,0,1,0,.25,.15,.35,.25,.4,.2,.2,.2,120,6.15,0,5.6,21,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,1,25,15,35,25,1,4,0,1,0
4,5,2,94.5,287.6,0,1,3,30,10,40,20,3,0,0,0,0,0,0,3,1,.3,.1,.4,.2,.5,.5,0,0,90,4.5,20,2.5,42,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,3,30,10,40,20,1,4,0,1,0
4,6,3,97.3,318.4,0,1,3,40,10,40,10,5,0,0,0,0,0,0,3,2,.4,.1,.4,.1,0,.3,.7,0,90,7.3,20,2.1,43,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,3,40,10,40,10,1,4,0,1,0
4,7,1,98.7,419.3,0,1,0,60,30,10,0,9,0,0,0,0,0,0,0,0,.6,.3,.1,0,1,0,0,0,90,8.7,90,10,11,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,0,60,30,10,0,1,4,0,1,0
4,8,5,5.6,214.6,1,2,0,0,0,0,0,0,0,40,20,20,20,19,1,0,.25,.15,.35,.25,.4,.2,.2,.2,120,6.15,0,5.6,21,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,0,40,20,20,20,1,4,0,1,0
4,9,1,100,300,1,2,0,0,0,0,0,0,0,100,0,0,0,23,0,0,.6,.3,.1,0,1,0,0,0,90,8.7,90,10,11,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,0,100,0,0,0,1,4,0,1,0
4,10,3,22.1,334.7,1,2,0,0,0,0,0,0,2,0,30,70,0,9,3,2,.4,.1,.4,.1,0,.3,.7,0,90,7.3,20,2.1,43,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,2,0,30,70,0,1,4,0,1,0
4,11,2,22.5,213.7,1,2,0,0,0,0,0,0,1,50,50,0,0,15,3,1,.3,.1,.4,.2,.5,.5,0,0,90,4.5,20,2.5,42,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,1,50,50,0,0,1,4,0,1,0
4,12,4,4.8,222.7,1,2,0,0,0,0,0,0,1,60,0,20,20,-30,2,1,.3,.2,.2,.3,.6,0,.2,.2,120,5.7,0,4.8,32,0,3,3,2,1,1,0,1,2,1,0,3,3,4,2,3,1,60,0,20,20,1,4,0,1,0
5,1,6,125.7,406.2,0,1,1,20,30,20,30,12,0,0,0,0,0,0,1,0,.2,.3,.2,.3,1,0,0,0,120,5.7,0,0,21,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,1,20,30,20,30,1,4,0,1,0
5,2,2,8.3,318.3,1,2,0,0,0,0,0,0,0,20,50,10,20,13,1,0,.25,.25,.25,.25,.2,.5,.1,.2,120,6.25,0,8.3,21,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,0,20,50,10,20,1,4,0,1,0
5,3,5,6.25,360.475,0,1,2,25,25,25,25,15,0,0,0,0,0,0,2,0,.25,.25,.25,.25,.5,0,.3,.2,0,6.25,120,6.1,31,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,2,25,25,25,25,1,4,0,1,0
5,4,1,97.525,377.525,1,2,0,0,0,0,0,0,3,25,25,40,10,-29,2,3,.3,0,.7,0,.25,.25,.4,.1,20,2.1,90,7.525,34,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,3,25,25,40,10,1,4,0,1,0
5,5,5,126.1,413.7,1,2,0,0,0,0,0,0,0,50,0,30,20,6,2,0,.25,.25,.25,.25,.5,0,.3,.2,0,6.25,120,6.1,31,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,0,50,0,30,20,1,4,0,1,0
5,6,3,95.7,414.1,0,1,1,30,20,30,20,-6,0,0,0,0,0,0,1,1,.3,.2,.3,.2,.25,.25,.25,.25,90,5.7,90,6.25,22,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,1,30,20,30,20,1,4,0,1,0
5,7,4,126.4,545.7,1,2,0,0,0,0,0,0,1,40,60,0,0,11,0,1,.5,0,.4,.1,.4,.6,0,0,0,2.9,120,6.4,12,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,1,40,60,0,0,1,4,0,1,0
5,8,2,126.25,340.85,0,1,1,25,25,25,25,18,0,0,0,0,0,0,1,0,.25,.25,.25,.25,.2,.5,.1,.2,120,6.25,0,8.3,21,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,1,25,25,25,25,1,4,0,1,0
5,9,6,0,300,1,2,0,0,0,0,0,0,0,100,0,0,0,23,1,0,.2,.3,.2,.3,1,0,0,0,120,5.7,0,0,21,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,0,100,0,0,0,1,4,0,1,0
5,10,1,22.1,356.8,0,1,2,30,0,70,0,13,0,0,0,0,0,0,2,3,.3,0,.7,0,.25,.25,.4,.1,20,2.1,90,7.525,34,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,2,30,0,70,0,1,4,0,1,0
5,11,3,96.25,309.95,1,2,0,0,0,0,0,0,1,25,25,25,25,14,1,1,.3,.2,.3,.2,.25,.25,.25,.25,90,5.7,90,6.25,22,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,1,25,25,25,25,1,4,0,1,0
5,12,4,2.9,225.6,0,1,0,50,0,40,10,7,0,0,0,0,0,0,0,1,.5,0,.4,.1,.4,.6,0,0,0,2.9,120,6.4,12,2,1,1,0,2,1,3,0,1,1,0,0,4,5,2,1,0,50,0,40,10,1,4,0,1,0
6,1,6,125.7,531.9,0,1,1,30,60,10,0,16,0,0,0,0,0,0,1,0,.3,.6,.1,0,.1,.4,.5,0,120,5.7,0,6.9,21,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,1,30,60,10,0,1,4,0,1,0
6,2,6,6.9,325.2,1,2,0,0,0,0,0,0,0,10,40,50,0,4,1,0,.3,.6,.1,0,.1,.4,.5,0,120,5.7,0,6.9,21,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,0,10,40,50,0,1,4,0,1,0
6,3,5,125.7,486.175,0,1,2,30,20,30,20,21,0,0,0,0,0,0,2,1,.3,.2,.3,.2,0,.7,0,.3,120,5.7,0,2.1,32,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,2,30,20,30,20,1,4,0,1,0
6,4,1,24.525,402.05,1,2,0,0,0,0,0,0,2,20,35,35,10,-3,3,2,.4,.1,.4,.1,.2,.35,.35,.1,90,7.3,20,4.525,43,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,2,20,35,35,10,1,4,0,1,0
6,5,1,97.3,511,0,1,3,40,10,40,10,1,0,0,0,0,0,0,3,2,.4,.1,.4,.1,.2,.35,.35,.1,90,7.3,20,4.525,43,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,3,40,10,40,10,1,4,0,1,0
6,6,3,126.7,540.8,1,2,0,0,0,0,0,0,2,30,30,20,20,-4,1,2,.25,.25,.25,.25,.3,.3,.2,.2,0,6.25,120,6.7,23,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,2,30,30,20,20,1,4,0,1,0
6,7,4,2.4,548.1,1,2,0,0,0,0,0,0,1,40,60,0,0,8,2,1,.25,.25,.25,.25,.4,.6,0,0,120,6.25,0,2.4,32,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,1,40,60,0,0,1,4,0,1,0
6,8,4,126.25,467.1,0,1,2,25,25,25,25,19,0,0,0,0,0,0,2,1,.25,.25,.25,.25,.4,.6,0,0,120,6.25,0,2.4,32,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,2,25,25,25,25,1,4,0,1,0
6,9,2,0,300,0,1,0,100,0,0,0,23,0,0,0,0,0,0,0,1,1,0,0,0,.5,0,0,.5,0,0,120,7.5,12,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,0,100,0,0,0,1,4,0,1,0
6,10,5,2.1,358.9,1,2,0,0,0,0,0,0,1,0,70,0,30,10,2,1,.3,.2,.3,.2,0,.7,0,.3,120,5.7,0,2.1,32,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,1,0,70,0,30,1,4,0,1,0
6,11,3,6.25,316.2,0,1,1,25,25,25,25,16,0,0,0,0,0,0,1,2,.25,.25,.25,.25,.3,.3,.2,.2,0,6.25,120,6.7,23,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,1,25,25,25,25,1,4,0,1,0
6,12,2,127.5,353.1,1,2,0,0,0,0,0,0,1,50,0,0,50,8,0,1,1,0,0,0,.5,0,0,.5,0,0,120,7.5,12,3,0,1,2,2,1,2,1,2,1,1,0,2,5,4,1,1,50,0,0,50,1,4,0,1,0
7,1,1,122.1,654,1,2,0,0,0,0,0,0,1,0,70,30,0,10,0,1,.35,.15,.2,.3,0,.7,.3,0,0,5.125,120,2.1,12,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,1,0,70,30,0,1,4,0,1,0
7,2,6,96.3,421.5,1,2,0,0,0,0,0,0,3,30,30,40,0,21,0,3,.25,.25,.25,.25,.3,.3,.4,0,20,6.25,90,6.3,14,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,3,30,30,40,0,1,4,0,1,0
7,3,5,5.7,491.875,1,2,0,0,0,0,0,0,2,20,30,20,30,21,0,2,.1,.1,.3,.5,.2,.3,.2,.3,120,6.2,0,5.7,13,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,2,20,30,20,30,1,4,0,1,0
7,4,1,5.125,407.175,0,1,0,35,15,20,30,0,0,0,0,0,0,0,0,1,.35,.15,.2,.3,0,.7,.3,0,0,5.125,120,2.1,12,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,0,35,15,20,30,1,4,0,1,0
7,5,3,92.1,603.1,0,1,3,30,0,70,0,11,0,0,0,0,0,0,3,1,.3,0,.7,0,.25,.25,.25,.25,90,2.1,20,6.25,42,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,3,30,0,70,0,1,4,0,1,0
7,6,4,4.5,545.3,1,2,0,0,0,0,0,0,3,30,20,40,10,0,3,3,0,.3,0,.7,.3,.2,.4,.1,0,9.1,0,4.5,44,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,3,30,20,40,10,1,4,0,1,0
7,7,2,98.9,647,0,1,1,10,60,20,10,1,0,0,0,0,0,0,1,1,.1,.6,.2,.1,0,1,0,0,90,8.9,90,10,22,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,1,10,60,20,10,1,4,0,1,0
7,8,6,26.25,493.35,0,1,0,25,25,25,25,19,0,0,0,0,0,0,0,3,.25,.25,.25,.25,.3,.3,.4,0,20,6.25,90,6.3,14,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,0,25,25,25,25,1,4,0,1,0
7,9,2,100,400,1,2,0,0,0,0,0,0,1,0,100,0,0,22,1,1,.1,.6,.2,.1,0,1,0,0,90,8.9,90,10,22,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,1,0,100,0,0,1,4,0,1,0
7,10,4,9.1,368,0,1,3,0,30,0,70,3,0,0,0,0,0,0,3,3,0,.3,0,.7,.3,.2,.4,.1,0,9.1,0,4.5,44,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,3,0,30,0,70,1,4,0,1,0
7,11,3,26.25,342.45,1,2,0,0,0,0,0,0,1,25,25,25,25,16,3,1,.3,0,.7,0,.25,.25,.25,.25,90,2.1,20,6.25,42,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,1,25,25,25,25,1,4,0,1,0
7,12,5,126.2,479.3,0,1,0,10,10,30,50,10,0,0,0,0,0,0,0,2,.1,.1,.3,.5,.2,.3,.2,.3,120,6.2,0,5.7,13,0,1,3,3,0,0,1,1,1,3,2,3,3,4,1,4,0,10,10,30,50,1,4,0,1,0
8,1,5,5.6,659.6,0,1,1,20,40,20,20,4,0,0,0,0,0,0,1,2,.2,.4,.2,.2,.4,.1,.1,.4,0,5.6,120,4.3,23,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,1,20,40,20,20,1,4,0,1,0
8,2,2,94.9,516.4,0,1,3,10,60,20,10,19,0,0,0,0,0,0,3,2,.1,.6,.2,.1,0,.3,.1,.6,90,4.9,20,8.7,43,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,3,10,60,20,10,1,4,0,1,0
8,3,6,96.25,588.125,0,1,2,25,25,25,25,22,0,0,0,0,0,0,2,2,.25,.25,.25,.25,.2,.15,.3,.35,90,6.25,90,6.625,33,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,2,25,25,25,25,1,4,0,1,0
8,4,6,96.625,503.8,1,2,0,0,0,0,0,0,2,20,15,30,35,-29,2,2,.25,.25,.25,.25,.2,.15,.3,.35,90,6.25,90,6.625,33,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,2,20,15,30,35,1,4,0,1,0
8,5,5,124.3,727.4,1,2,0,0,0,0,0,0,2,40,10,10,40,12,1,2,.2,.4,.2,.2,.4,.1,.1,.4,0,5.6,120,4.3,23,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,2,40,10,10,40,1,4,0,1,0
8,6,4,24.5,569.8,1,2,0,0,0,0,0,0,2,20,30,40,10,-12,3,2,0,0,.4,.6,.2,.3,.4,.1,90,6.4,20,4.5,43,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,2,20,30,40,10,1,4,0,1,0
8,7,3,94.3,741.3,1,2,0,0,0,0,0,0,1,20,10,50,20,-2,1,1,0,1,0,0,.2,.1,.5,.2,90,10,90,4.3,22,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,1,20,10,50,20,1,4,0,1,0
8,8,1,128.9,622.25,1,2,0,0,0,0,0,0,2,10,60,20,10,-2,1,2,.25,.25,.25,.25,.1,.6,.2,.1,0,6.25,120,8.9,23,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,2,10,60,20,10,1,4,0,1,0
8,9,3,100,500,0,1,1,0,100,0,0,24,0,0,0,0,0,0,1,1,0,1,0,0,.2,.1,.5,.2,90,10,90,4.3,22,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,1,0,100,0,0,1,4,0,1,0
8,10,4,96.4,464.4,0,1,3,0,0,40,60,3,0,0,0,0,0,0,3,2,0,0,.4,.6,.2,.3,.4,.1,90,6.4,20,4.5,43,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,3,0,0,40,60,1,4,0,1,0
8,11,1,6.25,348.7,0,1,1,25,25,25,25,22,0,0,0,0,0,0,1,2,.25,.25,.25,.25,.1,.6,.2,.1,0,6.25,120,8.9,23,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,1,25,25,25,25,1,4,0,1,0
8,12,2,28.7,508,1,2,0,0,0,0,0,0,2,0,30,10,60,-11,3,2,.1,.6,.2,.1,0,.3,.1,.6,90,4.9,20,8.7,43,1,3,1,3,1,2,2,2,1,2,2,2,0,4,6,2,2,0,30,10,60,1,4,0,1,0
9,1,2,99.1,758.7,0,1,2,0,30,70,0,18,0,0,0,0,0,0,2,2,0,.3,.7,0,.5,.2,.1,.2,90,9.1,90,4.3,33,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,2,0,30,70,0,1,4,0,1,0
9,2,3,97.3,613.7,0,1,3,10,40,40,10,23,0,0,0,0,0,0,3,1,.1,.4,.4,.1,0,1,0,0,90,7.3,20,0,42,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,3,10,40,40,10,1,4,0,1,0
9,3,2,94.3,682.425,1,2,0,0,0,0,0,0,2,50,20,10,20,5,2,2,0,.3,.7,0,.5,.2,.1,.2,90,9.1,90,4.3,33,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,2,50,20,10,20,1,4,0,1,0
9,4,5,6.975,510.775,0,1,1,5,30,35,30,-3,0,0,0,0,0,0,1,2,.05,.3,.35,.3,.24,.27,.25,.24,0,6.975,120,6.447,23,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,1,5,30,35,30,1,4,0,1,0
9,5,6,98.2,825.6,0,1,3,30,10,50,10,5,0,0,0,0,0,0,3,2,.3,.1,.5,.1,.2,.6,.1,.1,90,8.2,20,3.9,43,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,3,30,10,50,10,1,4,0,1,0
9,6,1,126.6,696.4,0,1,0,30,30,30,10,-10,0,0,0,0,0,0,0,2,.3,.3,.3,.1,0,0,.3,.7,120,6.6,0,2.1,13,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,0,30,30,30,10,1,4,0,1,0
9,7,4,124.8,866.1,0,1,2,0,20,60,20,9,0,0,0,0,0,0,2,1,0,.2,.6,.2,.25,.25,.25,.25,120,4.8,0,6.25,32,0,2,3,2,1,3,2,2,1,1,2,2,1,3,6,2,2,0,20,60,20,1,4,0,1,0
